ID,STATE_NAME,COUNTY,CITY,LATITUDE,LONGITUDE
1882,California,Nevada,"Cedar Ridge",39.198889,-121.02
1890,California,Nevada,"Chicago Park",39.145278,-120.966111
2058,California,Nevada,Floriston,39.445746,-120.025421
2113,California,Nevada,"Grass Valley",39.207617,-121.037401
2420,California,Nevada,"Nevada City",39.275395,-121.019634
2438,California,Nevada,Norden,39.319566,-120.400876
2444,California,Nevada,"North San Juan",39.354037,-121.13498
2513,California,Nevada,"Penn Valley",39.218778,-121.193519
2621,California,Nevada,"Rough And Ready",39.228585,-121.150856
2719,California,Nevada,Smartville,39.204305,-121.266716
2722,California,Nevada,"Soda Springs",39.338467,-120.465493
2813,California,Nevada,Truckee,39.328056,-120.182222
2862,California,Nevada,Washington,39.359444,-120.798056
