ID,STATE_NAME,COUNTY,CITY,LATITUDE,LONGITUDE
1734,California,Merced,Atwater,37.353154,-120.600837
1747,California,Merced,Ballico,37.452455,-120.700152
1944,California,Merced,Cressey,37.419722,-120.666389
1969,California,Merced,Delhi,37.428629,-120.775489
1983,California,Merced,"Dos Palos",37.00253,-120.633348
2015,California,Merced,"El Nido",37.13452,-120.483235
2133,California,Merced,Gustine,37.242456,-121.003965
2160,California,Merced,Hilmar,37.408377,-120.856144
2268,California,Merced,"Le Grand",37.234175,-120.251737
2287,California,Merced,Livingston,37.376168,-120.716156
2306,California,Merced,"Los Banos",37.06266,-120.854387
2360,California,Merced,Merced,37.300724,-120.461668
2541,California,Merced,Planada,37.290833,-120.3175
2683,California,Merced,"Santa Rita Park",37.0475,-120.594167
2721,California,Merced,Snelling,37.514359,-120.481615
2733,California,Merced,"South Dos Palos",36.964444,-120.652222
2748,California,Merced,Stevinson,37.32575,-120.869856
2903,California,Merced,Winton,37.39233,-120.6132
