ID,STATE_NAME,COUNTY,CITY,LATITUDE,LONGITUDE
1704,California,Calaveras,Altaville,38.076944,-120.552222
1712,California,Calaveras,"Angels Camp",38.064011,-120.55437
1726,California,Calaveras,Arnold,38.24175,-120.342231
1740,California,Calaveras,Avery,38.204444,-120.368889
1823,California,Calaveras,Burson,38.183889,-120.889444
1847,California,Calaveras,"Campo Seco",38.227222,-120.852222
1927,California,Calaveras,Copperopolis,37.937246,-120.638374
1986,California,Calaveras,"Douglas Flat",38.087222,-120.471944
2099,California,Calaveras,Glencoe,38.351557,-120.594546
2142,California,Calaveras,"Hathaway Pines",38.191944,-120.364444
2381,California,Calaveras,"Mokelumne Hill",38.328918,-120.567705
2409,California,Calaveras,"Mountain Ranch",38.220363,-120.548137
2412,California,Calaveras,Murphys,38.126896,-120.461772
2570,California,Calaveras,"Rail Road Flat",38.343333,-120.511111
2635,California,Calaveras,"San Andreas",38.186732,-120.668703
2705,California,Calaveras,"Sheep Ranch",38.209444,-120.463056
2833,California,Calaveras,Vallecito,38.101472,-120.467879
2837,California,Calaveras,"Valley Springs",38.154355,-120.859742
2856,California,Calaveras,Wallace,38.194167,-120.976944
2875,California,Calaveras,"West Point",38.406201,-120.515862
2896,California,Calaveras,Wilseyville,38.384566,-120.442356
