ID,STATE_NAME,COUNTY,CITY,LATITUDE,LONGITUDE
1885,California,Stanislaus,Ceres,37.588097,-120.949936
1949,California,Stanislaus,"Crows Landing",37.438956,-121.019893
1970,California,Stanislaus,Denair,37.538419,-120.796474
2029,California,Stanislaus,Empire,37.638333,-120.901111
2157,California,Stanislaus,Hickman,37.619989,-120.71722
2174,California,Stanislaus,Hughson,37.594364,-120.865281
2216,California,Stanislaus,Keyes,37.556667,-120.914444
2232,California,Stanislaus,"La Grange",37.678915,-120.358131
2379,California,Stanislaus,Modesto,37.674649,-121.011303
2428,California,Stanislaus,Newman,37.317591,-121.025943
2454,California,Stanislaus,Oakdale,37.775323,-120.849474
2507,California,Stanislaus,Patterson,37.490592,-121.140732
2610,California,Stanislaus,Riverbank,37.732809,-120.943019
2630,California,Stanislaus,Salida,37.70713,-121.090484
2819,California,Stanislaus,Turlock,37.503605,-120.850511
2863,California,Stanislaus,Waterford,37.650988,-120.753862
2879,California,Stanislaus,Westley,37.549444,-121.198056
