ID,STATE_NAME,COUNTY,CITY,LATITUDE,LONGITUDE
1716,California,Sacramento,Antelope,38.708333,-121.328889
1865,California,Sacramento,Carmichael,38.628393,-121.328683
1900,California,Sacramento,"Citrus Heights",38.694571,-121.269211
1938,California,Sacramento,Courtland,38.305756,-121.554297
2024,California,Sacramento,"Elk Grove",38.412744,-121.359914
2026,California,Sacramento,Elverta,38.716424,-121.431038
2039,California,Sacramento,"Fair Oaks",38.655408,-121.261065
2060,California,Sacramento,Folsom,38.687885,-121.140927
2087,California,Sacramento,Galt,38.269846,-121.29383
2152,California,Sacramento,Herald,38.31282,-121.158898
2169,California,Sacramento,Hood,38.368333,-121.516389
2193,California,Sacramento,Isleton,38.155392,-121.604858
2343,California,Sacramento,Mather,38.549224,-121.282394
2349,California,Sacramento,Mcclellan,38.655416,-121.40311
2440,California,Sacramento,"North Highlands",38.68855,-121.374913
2474,California,Sacramento,Orangevale,38.682384,-121.222902
2574,California,Sacramento,"Rancho Cordova",38.601897,-121.289434
2594,California,Sacramento,Represa,38.688333,-121.447778
2604,California,Sacramento,"Rio Linda",38.689311,-121.445152
2627,California,Sacramento,Ryde,38.238611,-121.559444
2628,California,Sacramento,Sacramento,38.5816,-121.4933
2718,California,Sacramento,Sloughhouse,38.507475,-121.094089
2859,California,Sacramento,"Walnut Grove",38.236362,-121.524849
2897,California,Sacramento,Wilton,38.412069,-121.225656
